1;4566;4761;3554;4106
2;4621;4777;3560;4129
3;4583;4767;3594;4135
4;4571;4781;3543;4158
5;4631;4782;3556;4161
6;4597;4784;3603;4163
7;4603;4799;3589;4173
8;4628;4795;3602;4170
9;4579;4783;3595;4178
10;4586;4795;3600;4186
11;4606;4792;3614;4180
12;4568;4779;3591;4165
